Códig CNAE|Descrição do CNAE|Tipo de Atividade Econômica|O CNAE está no Simples?|Anexo Simples Nacional|Alíquota (%) de Imposto|Precisa de Inscrição Estadual?|Observação sobre a Inscrição
1045842|Comércio varejista de brinquedos e artigos recreativos|Comércio|Sim|I|0,04|Sim|
1045843|Comércio varejista de artigos esportivos|Comércio|Sim|I|0,04|Sim|
1045844|"Comércio varejista de bicicletas e triciclos; peças e acessórios"|Comércio|Sim|I|0,04|Sim|
1045845|Comércio varejista de artigos de caça, pesca e camping|Comércio|Sim|I|0,04|Sim|
1045846|"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios"|Comércio|Sim|I|0,04|Sim|
1048794|Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas|Comércio|Sim|I|0,04|Sim|
1048795|Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas|Comércio|Sim|I|0,04|Sim|
1048796|Comércio varejista de produtos farmacêuticos homeopáticos|Comércio|Sim|I|0,04|Sim|
1048797|Comércio varejista de medicamentos veterinários|Comércio|Sim|I|0,04|Sim|
4772-5/00|Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|Comércio|Sim|I|0,04|Sim|
4773-3/00|Comércio varejista de artigos médicos e ortopédicos|Comércio|Sim|I|0,04|Sim|
4774-1/00|Comércio varejista de artigos de óptica|Comércio|Sim|I|0,04|Sim|
4781-4/00|Comércio varejista de artigos do vestuário e acessórios|Comércio|Sim|I|0,04|Sim|
1052662|Comércio varejista de calçados|Comércio|Sim|I|0,04|Sim|
1052663|Comércio varejista de artigos de viagem|Comércio|Sim|I|0,04|Sim|
1052996|Comércio varejista de artigos de joalheria|Comércio|Sim|I|0,04|Sim|
1052997|Comércio varejista de artigos de relojoaria|Comércio|Sim|I|0,04|Sim|
4784-9/00|Comércio varejista de gás liqüefeito de petróleo (GLP)|Comércio|Sim|I|0,04|Sim|
1053908|Comércio varejista de antigüidades|Comércio|Sim|I|0,04|Sim|
4785-7/99|Comércio varejista de outros artigos usados|Comércio|Sim|I|0,04|Sim|
4789-0/01|Comércio varejista de suvenires, bijuterias e artesanatos|Comércio|Sim|I|0,04|Sim|
4789-0/02|Comércio varejista de plantas e flores naturais|Comércio|Sim|I|0,04|Sim|
4789-0/03|Comércio varejista de objetos de arte|Comércio|Sim|I|0,04|Sim|
4789-0/04|Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação|Comércio|Sim|I|0,04|Sim|
4789-0/05|Comércio varejista de produtos saneantes domissanitários|Comércio|Sim|I|0,04|Sim|
4789-0/06|Comércio varejista de fogos de artifício e artigos pirotécnicos|Comércio|Sim|I|0,04|Sim|
4789-0/07|Comércio varejista de equipamentos para escritório|Comércio|Sim|I|0,04|Sim|
4789-0/08|Comércio varejista de artigos fotográficos e para filmagem|Comércio|Sim|I|0,04|Sim|
4789-0/09|Comércio varejista de armas e munições|Comércio|Sim|I|0,04|Sim|
4789-0/99|Comércio varejista de outros produtos Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4911-6/00|Transporte ferroviário de carga|Comércio|Sim|III|0,06|Sim|
1100203|Transporte ferroviário de passageiros intermunicipal e interestadual|Serviços|Não|||Sim|
1100204|Transporte ferroviário de passageiros municipal e em região metropolitana|Serviços|Sim|III|0,06|Sim|
1100205|Transporte metroviário|Serviços|Sim|III|0,06|Não|
1103459|Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal|Serviços|Sim|III|0,06|Não|
1103460|Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana|Serviços|Não|||Sim|
1103765|Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana|Serviços|Não|||Sim|
1103766|Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual|Serviços|Não|||Sim|
1103767|Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional|Serviços|Sim|III|0,06|Não|
4923-0/01|Serviço de táxi|Serviços|Sim|III|0,06|Não|
4923-0/02|Serviço de transporte de passageiros - locação de automóveis com motorista|Serviços|Sim|III|0,06|Não|
4924-8/00|"serviço de transporte intermunicipal, interestadual ou internacional?"""|Serviços|Sim|III|0,06|Sim/Não|"""Haverá prestação de"
1106565|Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal|Serviços|Sim|III|0,06|Não|
1106566|Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional|Serviços|Não|||Sim|
1106567|Organização de excursões em veículos rodoviários próprios, municipal|Serviços|Sim|III|0,06|Não|
1106568|Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional|Serviços|Não|||Sim|
4929-9/99|Outros transportes rodoviários de passageiros Não especificados anteriormente|Serviços|Não|||Sim|
1106718|Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal|Serviços|Sim|III|0,06|Não|
1106719|Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional|Serviços|Sim|III|0,06|Sim|
1106720|Transporte rodoviário de produtos perigosos|Serviços|Sim|III|0,06|Sim|
1106721|Transporte rodoviário de mudanças|Serviços|Sim|III|0,06|Sim|
4940-0/00|Transporte dutoviário|Serviços|Sim|III|0,06|Sim|
4950-7/00|Trens turísticos, teleféricos e Similares|Serviços|Sim|III|0,06|Não|
1136361|Transporte marítimo de cabotagem - Carga|Serviços|Sim|III|0,06|Sim|
1136362|Transporte marítimo de cabotagem - passageiros|Serviços|Não|||Sim|
1136667|Transporte marítimo de longo curso - Carga|Serviços|Sim|III|0,06|Sim|
1136668|Transporte marítimo de longo curso - Passageiros|Serviços|Sim|III|0,06|Sim|
1139924|Transporte por navegação interior de carga, municipal, exceto travessia|Serviços|Sim|III|0,06|Não|
1139925|Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia|Serviços|Sim|III|0,06|Sim|
5022-0/01|Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia|Serviços|Sim|III|0,06|Não|
5022-0/02|Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia|Serviços|Sim|III|0,06|Sim|
1143211|Navegação de apoio marítimo|Serviços|Sim|III|0,06|Não|
1143212|Navegação de apoio portuário|Serviços|Sim|III|0,06|Não|
1143213|Serviço de rebocadores e empurradores|Serviços|Sim|III|0,06|Não|
1165522|Transporte por navegação de travessia, municipal|Serviços|Sim|III|0,06|Não|
1165523|Transporte por navegação de travessia intermunicipal, interestadual e internacional|Serviços|Não|||Sim|
1168625|Transporte aquaviário para passeios turísticos|Serviços|Sim|III|0,06|Sim/Não|"""Haverá prestação de"
 |||||||
5099-8/99|Outros transportes aquaviários Não especificados anteriormente|Serviços|Sim|III|0,06|Sim/Não|"""Haverá prestação de"
 |||||||
5111-1/00|Transporte aéreo de passageiros regular|Serviços|Sim|III|0,06|Sim|
1173404|Serviço de táxi aéreo e locação de aeronaves com tripulação|Serviços|Sim|III|0,06|Sim|
5112-9/99|Outros serviços de transporte aéreo de passageiros Não-regular|Serviços|Sim|III|0,06|Sim|
5120-0/00|Transporte aéreo de carga|Serviços|Sim|III|0,06|Sim|
5130-7/00|Transporte espacial|Serviços|Sim|III|0,06|Não|
1209501|Armazéns gerais - emissão de warrant|Serviços|Sim|III|0,06|Sim|
1209502|Guarda-móveis|Serviços|Sim|III|0,06|Não|
5211-7/99|Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis|Serviços|Sim|III|0,06|Sim|
5212-5/00|Carga e descarga|Serviços|Sim|III|0,06|Não|
5221-4/00|Concessionárias de rodovias, pontes, túneis e serviços relacionados|Serviços|Sim|III|0,06|Não|
5222-2/00|Terminais rodoviários e ferroviários|Serviços|Não|||Não|
5223-1/00|Estacionamento de veículos|Serviços|Sim|III|0,06|Não|
5229-0/01|Serviços de apoio ao transporte por táxi, inclusive centrais de chamada|Serviços|Sim|III|0,06|Não|
5229-0/02|Serviços de reboque de veículos|Serviços|Sim|III|0,06|Não|
5229-0/99|Outras atividades auxiliares dos transportes terrestres Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
1216625|Administração da infra-estrutura portuária|Serviços|Não|||Não|
1216626|Atividades do Operador Portuário|Serviços|Sim|III|0,06|Não|
1216627|Gestão de terminais aquaviários|Serviços|Sim|III|0,06|Não|
5232-0/00|Atividades de agenciamento marítimo|Serviços|Não|||Não|
1219728|Serviços de praticagem|Serviços|Sim|III|0,06|Não|
5239-7/99|Atividades auxiliares dos transportes aquaviários Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
1219912|Operação dos aeroportos e campos de aterrissagem|Serviços|Não|||Não|
5240-1/99|Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem|Serviços|Sim|III|0,06|Não|
1223777|Comissaria de despachos|Serviços|Não|||Não|
1223778|Atividades de despachantes aduaneiros|Serviços|Não|||Não|
1223779|Agenciamento de cargas, exceto para o transporte marítimo|Serviços|Não|||Não|
1223780|Organização logística do transporte de carga|Serviços|Não|||Não|
1223781|Operador de transporte multimodal - OTM|Serviços|Não|||Sim|
1245599|Atividades do Correio Nacional|Serviços|Não|||Sim|
1245600|Atividades de franqueadas e permissionárias do Correio Nacional|Serviços|Sim|III|0,06|Não|
1249162|Serviços de malote Não realizados pelo Correio Nacional|Serviços|Sim|III|0,06|Não|
1249163|Serviços de entrega rápida|Serviços|Sim|III|0,06|Não|
1318739|Hotéis|Serviços|Sim|III|0,06|Não|
1318740|Apart-hotéis|Serviços|Sim|III|0,06|Não|
1318741|Motéis|Serviços|Sim|III|0,06|Não|
1347898|Albergues, exceto assistenciais|Serviços|Sim|III|0,06|Não|
1347899|Campings|Serviços|Sim|III|0,06|Não|
1347900|Pensões (alojamento)|Serviços|Sim|III|0,06|Não|
5590-6/99|Outros alojamentos Não especificados anteriormente|Serviços|Sim|III|0,06|Sim|
1355448|Restaurantes e Similares|Comércio|Sim|I|0,04|Sim|
1355449|Bares e outros estabelecimentos especializados em servir bebidas|Comércio|Sim|I|0,04|Sim|
1355450|Lanchonetes, casas de chá, de sucos e Similares|Comércio|Sim|I|0,04|Sim|
5612-1/00|Serviços ambulantes de alimentação|Comércio|Sim|I|0,04|Sim|
1358704|Fornecimento de alimentos preparados preponderantemente para empresas|Comércio|Sim|I|0,04|Sim/Não|Haverá fornecimento de alimentação e/ou bebidas?
1358705|Serviços de alimentação para eventos e recepções - bufê|Comércio|Sim|I|0,04|Sim|
1358706|Cantinas - serviços de alimentação privativos|Comércio|Sim|I|0,04|Sim|
1358707|Fornecimento de alimentos preparados preponderantemente para consumo domiciliar|Comércio|Sim|I|0,04|Não|
5811-5/00|Edição de livros|Serviços|Sim|III|0,06|Não|
1428890|Edição de jornais diários|Serviços|Sim|III|0,06|Não|
1428891|Edição de jornais Não diários|Serviços|Sim|III|0,06|Não|
5813-1/00|Edição de revistas|Serviços|Sim|III|0,06|Sim|
5819-1/00|Edição de cadastros, listas e outros produtos gráficos|Serviços|Sim|III|0,06|Sim|
5821-2/00|Edição integrada à impressão de livros|Serviços|Sim|III|0,06|Sim|
1432483|Edição integrada à impressão de jornais diários|Serviços|Sim|III|0,06|Sim|
1432484|Edição integrada à impressão de jornais Não diários|Serviços|Sim|III|0,06|Sim|
5823-9/00|Edição integrada à impressão de revistas|Serviços|Sim|III|0,06|Sim|
5829-8/00|Edição integrada à impressão de cadastros, listas e outros produtos gráficos|Serviços|Sim|III|0,06|Não|
1464989|Estúdios cinematográficos|Serviços|Sim|III|0,06|Não|
1464990|Produção de filmes para publicidade|Serviços|Sim|III|0,06|Não|
5911-1/99|Atividades de produção cinematográfica, de vídeos e de programas de televisão Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
5912-0/01|Serviços de dublagem|Serviços|Sim|III|0,06|Não|
5912-0/02|Serviços de mixagem sonora em produção audiovisual|Serviços|Sim|III|0,06|Não|
5912-0/99|Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
5913-8/00|Distribuição cinematográfica, de vídeo e de programas de televisão|Serviços|Sim|III|0,06|Não|
5914-6/00|Atividades de exibição cinematográfica|Serviços|Sim|III|0,06|Não|
5920-1/00|Atividades de gravação de som e de edição de música|Serviços|Sim|III|0,06|Sim/Não|O estabelecimento exercerá também atividades onerosas de veiculação de publicidade?
6010-1/00|Atividades de rádio|Serviços|Sim|III|0,06|Sim/Não|O estabelecimento exercerá também atividades onerosas de veiculação de publicidade?
6021-7/00|Atividades de televisão aberta|Serviços|Sim|III|0,06|Sim|
1505652|Programadoras|Serviços|Sim|III|0,06|Sim|
1505653|Atividades relacionadas à televisão por assinatura, exceto programadoras|Serviços|Não|||Sim|
1537885|Serviços de telefonia fixa comutada - STFC|Serviços|Sim|III|0,06|Sim|
1537886|Serviços de redes de transporte de telecomunicações - SRTT|Serviços|Sim|III|0,06|Sim|
1537887|Serviços de comunicação multimídia - SCM|Serviços|Sim|III|0,06|Sim|
6110-8/99|Serviços de telecomunicações por fio Não especificados anteriormente|Serviços|Sim|III|0,06|Sim|
1541446|Telefonia móvel celular|Serviços|Sim|III|0,06|Sim|
1541447|Serviço móvel especializado - SME|Serviços|Sim|III|0,06|Sim|
6120-5/99|Serviços de telecomunicações sem fio Não especificados anteriormente|Serviços|Sim|III|0,06|Sim|
6130-2/00|Telecomunicações por satélite|Serviços|Sim|III|0,06|Sim|
6141-8/00|Operadoras de televisão por assinatura por cabo|Serviços|Sim|III|0,06|Sim|
6142-6/00|Operadoras de televisão por assinatura por microondas|Serviços|Sim|III|0,06|Sim|
6143-4/00|Operadoras de televisão por assinatura por satélite|Serviços|Sim|III|0,06|Sim|
1567044|Provedores de acesso às redes de comunicações|Serviços|Sim|III|0,06|Sim|
1567045|Provedores de voz sobre protocolo internet - VOIP|Serviços|Sim|III|0,06|Sim|
6190-6/99|Outras atividades de telecomunicações Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
1571030|Desenvolvimento de programas de computador sob encomenda|Serviços|Sim|V|De 10% à 19,5%|Não|
1571031|Web design|Serviços|Sim|V|De 10% à 19,5%|Não|
6202-3/00|Desenvolvimento e licenciamento de programas de computador customizáveis|Serviços|Sim|V|De 10% à 19,5%|Não|
6203-1/00|Desenvolvimento e licenciamento de programas de computador Não-customizáveis|Serviços|Sim|V|De 10% à 19,5%|Não|
6204-0/00|Consultoria em tecnologia da informação|Serviços|Sim|VI|0,1693|Não|
6209-1/00|Suporte técnico, manutenção e outros serviços em tecnologia da informação|Serviços|Sim|III e VI||Não|
6311-9/00|Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet|Serviços|Sim|III e VI||Sim/Não|O estabelecimento exercerá também atividades onerosas de veiculação de publicidade?
6319-4/00|Portais, provedores de conteúdo e outros serviços de informação na internet|Serviços|Sim|III e V|6%, 19,5%|Não|
6391-7/00|Agências de notícias|Serviços|Sim|III|0,06|Não|
6399-2/00|Outras atividades de prestação de serviços de informação Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
6410-7/00|Banco Central|Serviços|Não|||Não|
6421-2/00|Bancos comerciais|Serviços|Não|||Não|
6422-1/00|Bancos múltiplos, com carteira comercial|Serviços|Não|||Não|
6423-9/00|Caixas econômicas|Serviços|Não|||Não|
1652541|Bancos cooperativos|Serviços|Não|||Não|
1652542|Cooperativas centrais de crédito|Serviços|Não|||Não|
1652543|Cooperativas de crédito mútuo|Serviços|Não|||Não|
1652544|Cooperativas de crédito rural|Serviços|Não|||Não|
6431-0/00|Bancos múltiplos, sem carteira comercial|Serviços|Não|||Não|
6432-8/00|Bancos de investimento|Serviços|Não|||Não|
6433-6/00|Bancos de desenvolvimento|Serviços|Não|||Não|
6434-4/00|Agências de fomento|Serviços|Não|||Não|
1656408|Sociedades de crédito imobiliário|Serviços|Não|||Não|
1656409|Associações de poupança e empréstimo|Serviços|Não|||Não|
1656410|Companhias hipotecárias|Serviços|Não|||Não|
6436-1/00|Sociedades de crédito, financiamento e investimento - financeiras|Serviços|Não|||Não|
6437-9/00|Sociedades de crédito ao microempreendedor|Serviços|Não|||Não|
1657654|Bancos de câmbio|Serviços|Não|||Não|
6438-7/99|Outras instituições de intermediação Não-monetária Não especificadas anteriormente|Serviços|Não|||Sim|
6440-9/00|Arrendamento mercantil|Serviços|Não|||Não|
6450-6/00|Sociedades de capitalização|Serviços|Não|||Não|
6461-1/00|Holdingsde instituições financeiras|Serviços|Não|||Não|
6462-0/00|Holdingsde instituições Não-financeiras|Serviços|Não|||Não|
6463-8/00|Outras sociedades de participação, exceto holdings|Serviços|Não|||Não|
1669161|Fundos de investimento, exceto previdenciários e imobiliários|Serviços|Não|||Não|
1669162|Fundos de investimento previdenciários|Serviços|Não|||Não|
1669163|Fundos de investimento imobiliários|Serviços|Não|||Não|
6491-3/00|Sociedades de fomento mercantil - factoring|Serviços|Não|||Não|
6492-1/00|Securitização de créditos|Serviços|Não|||Não|
6493-0/00|Administração de consórcios para aquisição de bens e direitos|Serviços|Sim|III|0,06|Não|
1679996|Clubes de investimento|Serviços|Não|||Não|
1679997|Sociedades de investimento|Serviços|Não|||Não|
1679998|Fundo garantidor de crédito|Serviços|Não|||Não|
1679999|Caixas de financiamento de corporações|Serviços|Não|||Não|
1680000|Concessão de crédito pelas OSCIP|Serviços|Não|||Não|
6499-9/99|Outras atividades de serviços financeiros Não especificadas anteriormente|Serviços|Não|||Não|
1684135|Sociedade seguradora de seguros vida|Serviços|Não|||Não|
1684136|Planos de auxílio-funeral|Serviços|Não|||Não|
6512-0/00|Sociedade seguradora de seguros Não vida|Serviços|Não|||Não|
6520-1/00|Sociedade seguradora de seguros saúde|Serviços|Não|||Não|
6530-8/00|Resseguros|Serviços|Não|||Não|
6541-3/00|Previdência complementar fechada|Serviços|Não|||Não|
6542-1/00|Previdência complementar aberta|Serviços|Não|||Não|
6550-2/00|Planos de saúde|Serviços|Não|||Não|
1720871|Bolsa de valores|Serviços|Não|||Não|
1720872|Bolsa de mercadorias|Serviços|Não|||Não|
1720873|Bolsa de mercadorias e futuros|Serviços|Não|||Não|
1720874|Administração de mercados de balcão organizados|Serviços|Não|||Não|
1721176|Corretoras de títulos e valores mobiliários|Serviços|Não|||Não|
1721177|Distribuidoras de títulos e valores mobiliários|Serviços|Não|||Não|
1721178|Corretoras de câmbio|Serviços|Não|||Não|
1721179|Corretoras de contratos de mercadorias|Serviços|Não|||Não|
1721180|Agentes de investimentos em aplicações financeiras|Serviços|Não|||Não|
6613-4/00|Administração de cartões de crédito|Serviços|Não|||Não|
1723640|Serviços de liquidação e custódia|Serviços|Não|||Não|
1723641|Correspondentes de instituições financeiras|Serviços|Não|||Não|
1723642|Representações de bancos estrangeiros|Serviços|Não|||Não|
1723643|Caixas eletrônicos|Serviços|Não|||Não|
1723644|Operadoras de cartões de débito|Serviços|Não|||Não|
6619-3/99|Outras atividades auxiliares dos serviços financeiros Não especificadas anteriormente|Serviços|Não|||Não|
1724432|Peritos e avaliadores de seguros|Serviços|Sim|VI|0,1693|Não|
1724433|Auditoria e consultoria atuarial|Serviços|Sim|VI|0,1693|Não|
6622-3/00|Corretores e agentes de seguros, de planos de previdência complementar e de saúde|Serviços|Sim|III|0,06|Não|
6629-1/00|Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde Não especificadas anteriormente|Serviços|Não|||Não|
6630-4/00|Atividades de administração de fundos por contrato ou comissão|Serviços|Não|||Não|
1793374|Compra e venda de imóveis próprios|Serviços|Sim|I|0,04|Sim/Não|"""Haverá a prática de atividade de self-storage?"""
1793375|Aluguel de imóveis próprios|Serviços|Não|||Não|
1793376|Loteamento de imóveis próprios|Serviços|Não|||Não|
1797573|Corretagem na compra e venda e avaliação de imóveis|Serviços|Sim|III|0,06|Não|
1797574|Corretagem no aluguel de imóveis|Serviços|Sim|III|0,06|Não|
6822-6/00|Gestão e administração da propriedade imobiliária|Serviços|Sim|V|De 10% à 19,5%|Não|
1830413|Serviços advocatícios|Serviços|Sim|IV|0,045|Não|
1830414|Atividades auxiliares da justiça|Serviços|Não|||Não|
1830415|Agente de propriedade industrial|Serviços|Sim|VI|0,1693|Não|
6912-5/00|Cartórios|Serviços|Não|||Não|
1833671|Atividades de contabilidade|Serviços|Sim|III|0,06|Não|
1833672|Atividades de consultoria e auditoria contábil e tributária|Serviços|Sim|VI|0,1693|Não|
7020-4/00|Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica|Serviços|Sim|VI|0,1693|Não|
7111-1/00|Serviços de arquitetura|Serviços|Sim|VI|0,1693|Não|
7112-0/00|Serviços de engenharia|Serviços|Sim|VI|0,1693|Não|
1906383|Serviços de cartografia, topografia e geodésia|Serviços|Sim|VI|0,1693|Não|
1906384|Atividades de estudos geológicos|Serviços|Sim|VI|0,1693|Não|
1906385|Serviços de desenho técnico relacionados à arquitetura e engenharia|Serviços|Sim|VI|0,1693|Não|
1906386|Serviços de perícia técnica relacionados à segurança do trabalho|Serviços|Sim|VI|0,1693|Não|
7119-7/99|Atividades técnicas relacionadas à engenharia e arquitetura Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
7120-1/00|Testes e análises técnicas|Serviços|Sim|VI|0,1693|Não|
7210-0/00|Pesquisa e desenvolvimento experimental em ciências físicas e naturais|Serviços|Sim|VI|0,1693|Não|
7220-7/00|Pesquisa e desenvolvimento experimental em ciências sociais e humanas|Serviços|Sim|VI|0,1693|Não|
7311-4/00|Agências de publicidade|Serviços|Sim|VI|0,1693|Não|
7312-2/00|Agenciamento de espaços para publicidade, exceto em veículos de comunicação|Serviços|Sim|III|0,06|Não|
7319-0/01|Criação de estandes para feiras e exposições|Serviços|Sim|VI|0,1693|Não|
7319-0/02|Promoção de vendas|Serviços|Sim|III|0,06|Não|
7319-0/03|Marketing direto|Serviços|Sim|III|0,06|Não|
7319-0/04|Consultoria em publicidade|Serviços|Sim|VI|0,1693|Não|
7319-0/99|Outras atividades de publicidade Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
7320-3/00|Pesquisas de mercado e de opinião pública|Serviços|Sim|VI|0,1693|Não|
2012520|Design de interiores|Serviços|Sim|VI|0,1693|Não|
2012521|Design de produto|Serviços|Sim|VI|0,1693|Não|
7410-2/99|Atividades de design Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
7420-0/01|Atividades de produção de fotografias, exceto aérea e submarina|Serviços|Sim|III|0,06|Não|
7420-0/02|Atividades de produção de fotografias aéreas e submarinas|Serviços|Sim|III|0,06|Não|
7420-0/03|Laboratórios fotográficos|Serviços|Sim|III|0,06|Não|
7420-0/04|Filmagem de festas e eventos|Serviços|Sim|III|0,06|Não|
7420-0/05|Serviços de microfilmagem|Serviços|Sim|III|0,06|Não|
2041708|Serviços de tradução, interpretação e Similares|Serviços|Sim|VI|0,1693|Não|
2041709|Escafandria e mergulho|Serviços|Sim|III|0,06|Não|
2041710|Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias|Serviços|Sim|VI|0,1693|Não|
2041711|Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários|Serviços|Sim|VI|0,1693|Não|
2041712|Agenciamento de profissionais para atividades esportivas, culturais e artísticas|Serviços|Sim|VI|0,1693|Não|
7490-1/99|Outras atividades profissionais, científicas e técnicas Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
7500-1/00|Atividades veterinárias|Serviços|Sim|VI|0,1693|Não|
7711-0/00|Locação de automóveis sem condutor|Serviços|Sim|III|0,06|Não|
2125468|Locação de embarcações sem tripulação, exceto para fins recreativos|Serviços|Sim|III|0,06|Não|
2125469|Locação de aeronaves sem tripulação|Serviços|Sim|III|0,06|Não|
7719-5/99|Locação de outros meios de transporte Não especificados anteriormente, sem condutor|Serviços|Sim|III|0,06|Não|
7721-7/00|Aluguel de equipamentos recreativos e esportivos|Serviços|Sim|III|0,06|Não|
7722-5/00|Aluguel de fitas de vídeo, DVDs e Similares|Serviços|Sim|III|0,06|Não|
7723-3/00|Aluguel de objetos do vestuário, jóias e acessórios|Serviços|Sim|III|0,06|Não|
2129032|Aluguel de aparelhos de jogos eletrônicos|Serviços|Sim|III|0,06|Não|
2129033|"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"|Serviços|Sim|III|0,06|Não|
2129034|Aluguel de material médico|Serviços|Sim|III|0,06|Não|
7729-2/99|Aluguel de outros objetos pessoais e domésticos Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
7731-4/00|Aluguel de máquinas e equipamentos agrícolas sem operador|Serviços|Sim|III|0,06|Não|
2130127|Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes|Serviços|Sim|III|0,06|Não|
2130128|Aluguel de andaimes|Serviços|Sim|III|0,06|Não|
7733-1/00|Aluguel de máquinas e equipamentos para escritório|Serviços|Sim|III|0,06|Não|
7739-0/01|Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador|Serviços|Sim|III|0,06|Não|
7739-0/02|Aluguel de equipamentos científicos, médicos e hospitalares, sem operador|Serviços|Sim|III|0,06|Não|
7739-0/03|Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes|Serviços|Sim|III|0,06|Não|
7739-0/99|Aluguel de outras máquinas e equipamentos comerciais e industriais Não especificados anteriormente, sem operador|Serviços|Sim|III|0,06|Não|
7740-3/00|Gestão de ativos intangíveis Não-financeiros|Serviços|Sim|VI|0,1693|Não|
7810-8/00|Seleção e agenciamento de mão-de-obra|Serviços|Não|VI|0,1693|Não|
7820-5/00|Locação de mão-de-obra temporária|Serviços|Não|||Não|
7830-2/00|Fornecimento e gestão de recursos humanos para terceiros|Serviços|Não|||Não|
7911-2/00|Agências de viagens|Serviços|Sim|III|0,06|Não|
7912-1/00|Operadores turísticos|Serviços|Sim|III|0,06|Não|
7990-2/00|Serviços de reservas e outros serviços de turismo Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
2231999|Atividades de vigilância e segurança privada|Serviços|Sim|IV|0,045|Não|
2232000|Serviços de adestramento de cães de guarda|Serviços|Sim|III|0,06|Sim|
8012-9/00|Atividades de transporte de valores|Serviços|Sim|IV|0,045|Não|
8020-0/01|Atividades de monitoramento de sistemas de segurança eletrônico|Serviços|Sim|IV|0,045|Não|
8020-0/02|Outras atividades de serviços de segurança|Serviços|Sim|IV|0,045|Não|
8030-7/00|Atividades de investigação particular|Serviços|Sim|VI|0,1693|Não|
8111-7/00|Serviços combinados para apoio a edifícios, exceto condomínios prediais|Serviços|Sim|IV|0,045|Não|
8112-5/00|Condomínios prediais|Serviços|Não|||Não|
8121-4/00|Limpeza em prédios e em domicílios|Serviços|Sim|IV|0,045|Não|
8122-2/00|Imunização e controle de pragas urbanas|Serviços|Sim|III|0,06|Não|
8129-0/00|Atividades de limpeza Não especificadas anteriormente|Serviços|Sim|IV|0,045|Não|
8130-3/00|Atividades paisagísticas|Serviços|Sim|IV|0,045|Não|
8211-3/00|Serviços combinados de escritório e apoio administrativo|Serviços|Sim|III|0,06|Não|
2308212|Fotocópias|Serviços|Sim|III|0,06|Não|
8219-9/99|Preparação de documentos e serviços especializados de apoio administrativo Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
8220-2/00|Atividades de teleatendimento|Serviços|Sim|III|0,06|Não|
8230-0/01|Serviços de organização de feiras, congressos, exposições e festas|Serviços|Sim|III|0,06|Não|
8230-0/02|Casas de festas e eventos|Serviços|Sim|III|0,06|Não|
8291-1/00|Atividades de cobrança e informações cadastrais|Serviços|Sim|III|0,06|Não|
8292-0/00|Envasamento e empacotamento sob contrato|Serviços|Sim|III|0,06|Não|
2337370|Medição de consumo de energia elétrica, gás e água|Serviços|Sim|III|0,06|Não|
